Title,Ingridients,combined
ikan mas bakar terasi,", ikan masdi kerat kerat, sendok makan air jeruk nipis, sendok makan garam, sendok makan air asam jawa, sendok makan kecap manis, sendok makan minyak sayur menumis, halus , butir bawang merah, bawang putih, cabai merah besar, cabai merah keriting, cabai rawit merah, sendok makan ketumbar, sendok teh terasi, cm jahe, sendok teh garam,","ikan mas bakar terasi , ikan masdi kerat kerat, sendok makan air jeruk nipis, sendok makan garam, sendok makan air asam jawa, sendok makan kecap manis, sendok makan minyak sayur menumis, halus , butir bawang merah, bawang putih, cabai merah besar, cabai merah keriting, cabai rawit merah, sendok makan ketumbar, sendok teh terasi, cm jahe, sendok teh garam,"
tuna merah 🐟,"utama, g ikan tuna, berkulit potong dadu , halus, bawang putih, bawang merah , cabe merah , cabe rawit , pelengkap, daun salam, cm lengkuas geprek, air, gula merah, kecap manis, garam, gula merah, minyak goreng,","tuna merah 🐟 utama, g ikan tuna, berkulit potong dadu , halus, bawang putih, bawang merah , cabe merah , cabe rawit , pelengkap, daun salam, cm lengkuas geprek, air, gula merah, kecap manis, garam, gula merah, minyak goreng,"
sup gurame honje,"ikan gurame, bawang merah, bawang putih, tangkai bunga honje kecombrang, wortel, lengkoas, jahe, daun salam, jeruk nipis, garam, penyedap rasa, gelas air,","sup gurame honje ikan gurame, bawang merah, bawang putih, tangkai bunga honje kecombrang, wortel, lengkoas, jahe, daun salam, jeruk nipis, garam, penyedap rasa, gelas air,"
ikan tongkol kuning,"ikan tongkol ukuran kecilpotong , jeruk nipis, daun salam, daun jeruk, batang serehambil putihgeprek, tomat merahbelah , garamgula, merica bubuk , penyedap , cabe rawit utuh sesuai selera , halus , bawang merah, bawang putih, kunyit, cm jahe, biji kemiri,","ikan tongkol kuning ikan tongkol ukuran kecilpotong , jeruk nipis, daun salam, daun jeruk, batang serehambil putihgeprek, tomat merahbelah , garamgula, merica bubuk , penyedap , cabe rawit utuh sesuai selera , halus , bawang merah, bawang putih, kunyit, cm jahe, biji kemiri,"
sarden abc masak kemangi,"kaleng sarden abc ekstra pedas, genggam daun kemangi, cabe rawitpotong serong, bawang merah tipis, bawang putih tipis, tomatpotong dadu, air, minyak goreng, garam gula pasir,","sarden abc masak kemangi kaleng sarden abc ekstra pedas, genggam daun kemangi, cabe rawitpotong serong, bawang merah tipis, bawang putih tipis, tomatpotong dadu, air, minyak goreng, garam gula pasir,"
tongkol sarden pete uendesss,"tongkol pindang, tomat kecil, pete, halus , bawang merah, bawang putih, cabe merah, cabe rawit, gula garam secukupnyaa, penyedap , air mateng, minyak menumis,","tongkol sarden pete uendesss tongkol pindang, tomat kecil, pete, halus , bawang merah, bawang putih, cabe merah, cabe rawit, gula garam secukupnyaa, penyedap , air mateng, minyak menumis,"
mujaer kuning kemangi,"ikan mujaer goreng, ikat kemangi, bawang merah, bawang merah, cm kunyit, ketumbar, butir kemiri, tomat potong, cabe rawit, cabee merah, daun jeruk, daun salam, batang serai geprek, cm lengkuas geprek, gula, garam, merica, penyedap rasa,","mujaer kuning kemangi ikan mujaer goreng, ikat kemangi, bawang merah, bawang merah, cm kunyit, ketumbar, butir kemiri, tomat potong, cabe rawit, cabee merah, daun jeruk, daun salam, batang serai geprek, cm lengkuas geprek, gula, garam, merica, penyedap rasa,"
sop ikan nila kemangi,"nila , bumbu, jahe , ruang kunyit , lengkuas , serai , bawang merah butir kasar, bawang putih kasar, daun jeruk, ukuran tomat hijau, sendok air asem jawa, daun bawang , cabai seseuai selera , garam , gula putih, perasan jeruk nipis, air,","sop ikan nila kemangi nila , bumbu, jahe , ruang kunyit , lengkuas , serai , bawang merah butir kasar, bawang putih kasar, daun jeruk, ukuran tomat hijau, sendok air asem jawa, daun bawang , cabai seseuai selera , garam , gula putih, perasan jeruk nipis, air,"
pampis tongkol,"am ikan tongkol kukus, batang sereh, daun jeruk, ikat daun bawang, ikat kemangi, halus, bwg merah, bwg putih, cm jahe, cm kunyit, cabe merah, cabe rawit, minyak memumis, garam gula,","pampis tongkol am ikan tongkol kukus, batang sereh, daun jeruk, ikat daun bawang, ikat kemangi, halus, bwg merah, bwg putih, cm jahe, cm kunyit, cabe merah, cabe rawit, minyak memumis, garam gula,"
bandeng suwir sambel korek,"ikan bandeng, bawang putih, cabe rawit, garam gula, minyak panas,","bandeng suwir sambel korek ikan bandeng, bawang putih, cabe rawit, garam gula, minyak panas,"
hot tuna puffs super simple,"kaleng tuna tomat saos pedas, puff pastry instan, gula, bawang putih haluskan tumis sebentar, keju mozzarela parut, oregano taburan,","hot tuna puffs super simple kaleng tuna tomat saos pedas, puff pastry instan, gula, bawang putih haluskan tumis sebentar, keju mozzarela parut, oregano taburan,"
bali ikan bandeng,"ikan bandeng, cabai merah besar, cabai rawit, bawang putih, bawang merah, cm lengkuas, cm kunyit, cm jahe, daun jeruk, daun salam, batang serai, butir kemiri,","bali ikan bandeng ikan bandeng, cabai merah besar, cabai rawit, bawang putih, bawang merah, cm lengkuas, cm kunyit, cm jahe, daun jeruk, daun salam, batang serai, butir kemiri,"
pais patin banjar,"ikan patin, daun pisang, biji tomat, biji cabe hijau, halus , bawang putih, bawang merah, kunyit, laos, batang serei, garam, penyedap, kemiri,","pais patin banjar ikan patin, daun pisang, biji tomat, biji cabe hijau, halus , bawang putih, bawang merah, kunyit, laos, batang serei, garam, penyedap, kemiri,"
nasi goreng tempe salmon,"nasi, ikan salmon yg sdh goreng, tempe yg sdh goreng dn remas , garam, bawang putih, bawang merah, sendok mkn minyak goreng, cabai tm kn klo pedes,","nasi goreng tempe salmon nasi, ikan salmon yg sdh goreng, tempe yg sdh goreng dn remas , garam, bawang putih, bawang merah, sendok mkn minyak goreng, cabai tm kn klo pedes,"
dory fish popcorn 🐟,"ikan dory, jeruk nipis, , tepung , garlic powder, lada, pelapis, tepung terigu, tepung maizena, kaldu jamur,","dory fish popcorn 🐟 ikan dory, jeruk nipis, , tepung , garlic powder, lada, pelapis, tepung terigu, tepung maizena, kaldu jamur,"
sambal sarden,"ikan sarden segar, bawang merah, cabe merah, cabe rawit, tomat merah besar, garamgulabumbu racik sajiku air,","sambal sarden ikan sarden segar, bawang merah, cabe merah, cabe rawit, tomat merah besar, garamgulabumbu racik sajiku air,"
tumis tuna,"kaleng tuna, bawang bombay lembut, bawang putih geprek, jahe, daun bawang, minyak menumis, garam, gula, kecap asin,","tumis tuna kaleng tuna, bawang bombay lembut, bawang putih geprek, jahe, daun bawang, minyak menumis, garam, gula, kecap asin,"
pecak lele,"lele, jeruk nipis, garam, sambal, cabe merah , bawang merah, kemiri, terasi, garam, gula pasir,","pecak lele lele, jeruk nipis, garam, sambal, cabe merah , bawang merah, kemiri, terasi, garam, gula pasir,"
ikan tongkol suwir pedas,"ikan tongkol, garam, daun jeruk, jeruk nipis, air, gula pasir, kaldu bubuk, minyak goreng, ikan dihaluskan, bawang putih, cabe merah besar, butir bawang merah, cabe rawit merah,","ikan tongkol suwir pedas ikan tongkol, garam, daun jeruk, jeruk nipis, air, gula pasir, kaldu bubuk, minyak goreng, ikan dihaluskan, bawang putih, cabe merah besar, butir bawang merah, cabe rawit merah,"
woku kepala tongkol,"kepala ikan tongkol dibelah , jeruk ikan jeruk sambal, minyak makan menumis, sesuai selera penyedap rasa, air, , batang serai digeprek, daun jeruk, halus , bawang merah, batang daun bawang, haluskan , bawang putih, cabai keriting, cabai rawit, kemiri, jahe, kunyit,","woku kepala tongkol kepala ikan tongkol dibelah , jeruk ikan jeruk sambal, minyak makan menumis, sesuai selera penyedap rasa, air, , batang serai digeprek, daun jeruk, halus , bawang merah, batang daun bawang, haluskan , bawang putih, cabai keriting, cabai rawit, kemiri, jahe, kunyit,"
chilli tuna puff kilat super yummy 😙,"pack kulit puff instant merk.edo, isian, kaleng tuna in oil pedas merk kingfisher, bawang putih digoreng ambil minyaknya aja, boncabe chili flakes, garam, lada, gula, butir telur rebus potong ,","chilli tuna puff kilat super yummy 😙 pack kulit puff instant merk.edo, isian, kaleng tuna in oil pedas merk kingfisher, bawang putih digoreng ambil minyaknya aja, boncabe chili flakes, garam, lada, gula, butir telur rebus potong ,"
shirataki tuna,"am mie shirataki, tuna in oil diskon, bawang putih, cabai merah keriting, bawang bombay, garam, cabai rawit merah biar pedas,","shirataki tuna am mie shirataki, tuna in oil diskon, bawang putih, cabai merah keriting, bawang bombay, garam, cabai rawit merah biar pedas,"
tumis sarden banten +,"kaleng sarden banten, potong dadu, bawang putih, bawang merah, tomat hijau, cabe rawit , penyedap rasa,","tumis sarden banten + kaleng sarden banten, potong dadu, bawang putih, bawang merah, tomat hijau, cabe rawit , penyedap rasa,"
tenggiri rica rica,"ikan tenggiri, yg dihaluskan, bawang merah, bawang putih, cabai kriting, cabai rawit , cabai merah , daun jeruk, daun salam, batang serai , jeruk nipis , air ,","tenggiri rica rica ikan tenggiri, yg dihaluskan, bawang merah, bawang putih, cabai kriting, cabai rawit , cabai merah , daun jeruk, daun salam, batang serai , jeruk nipis , air ,"
bandeng cabe ijo,"ikan bandengbersihkan, tomat hijaupotong , cabe rawit ijopotong , cabe ijo besarpotong , cabe ijo keritingpotong , air, garam gula lada, halus , bawang merah, bawang putih, butir kemiri, cm jahe,","bandeng cabe ijo ikan bandengbersihkan, tomat hijaupotong , cabe rawit ijopotong , cabe ijo besarpotong , cabe ijo keritingpotong , air, garam gula lada, halus , bawang merah, bawang putih, butir kemiri, cm jahe,"
acar gurame pedas #olahan ikan,"gurame ukuran sedangkerat , jipangpotong korek api, wortel.potong korek api, bawang merahpotong jd , sepotong jeruk nipis, mix caberawithijaumerahpotong jd , halus , bawang putih, jahe, kunyit, butir kemiri utuh, merica, pelengkap, batang seraimemarkan, cuka makan, gula pasir, garam, kaldu jamur, goreng ikan bawang putihse kunyit garam,","acar gurame pedas #olahan ikan gurame ukuran sedangkerat , jipangpotong korek api, wortel.potong korek api, bawang merahpotong jd , sepotong jeruk nipis, mix caberawithijaumerahpotong jd , halus , bawang putih, jahe, kunyit, butir kemiri utuh, merica, pelengkap, batang seraimemarkan, cuka makan, gula pasir, garam, kaldu jamur, goreng ikan bawang putihse kunyit garam,"
sup patin gurih,"ikan patin, cm jahememarkan, tomat, ltr air, kecap ikan, air jeruk nipis, cabe rawit utuh, garam gula, halus , cabe merah besar, bawang merah, bawang putih,","sup patin gurih ikan patin, cm jahememarkan, tomat, ltr air, kecap ikan, air jeruk nipis, cabe rawit utuh, garam gula, halus , cabe merah besar, bawang merah, bawang putih,"
tumis ikan kembung,"ikan kembung dipotong, sachet saos tiram, biji bawang putih, bawang bombay, cabe merah, cabe hijau gendot, penyedap rasa,","tumis ikan kembung ikan kembung dipotong, sachet saos tiram, biji bawang putih, bawang bombay, cabe merah, cabe hijau gendot, penyedap rasa,"
somay ikan tuna,"ikan tuna, tepung sagu, am tepung terigu, merica bubuk, penyedap rasa, batang daun bawang, bawang putih, telur, labu siam, pelengkap, putih, kentang, kol, telur rebus, kacang, kacang tanah, cabe merah, cabe rawit, bawang putih, bawang goreng, minyak gorenggulagarampenyedap rasa,","somay ikan tuna ikan tuna, tepung sagu, am tepung terigu, merica bubuk, penyedap rasa, batang daun bawang, bawang putih, telur, labu siam, pelengkap, putih, kentang, kol, telur rebus, kacang, kacang tanah, cabe merah, cabe rawit, bawang putih, bawang goreng, minyak gorenggulagarampenyedap rasa,"
tomyam (jawa) ikan patin sederhana praktis,"ikan patin potong sesuai selera, blimbing wuluh potong jd , tomat potong sesuai selera, cabe rawit , cabe merah, bawang merah, bawang putih, jeruk nipis, lbr daun jeruk, btg serai, laos, kunyit, jahe, tangkai daun bawang merah, ltr air, garam, gula pasir,","tomyam (jawa) ikan patin sederhana praktis ikan patin potong sesuai selera, blimbing wuluh potong jd , tomat potong sesuai selera, cabe rawit , cabe merah, bawang merah, bawang putih, jeruk nipis, lbr daun jeruk, btg serai, laos, kunyit, jahe, tangkai daun bawang merah, ltr air, garam, gula pasir,"
balado ikan cakalang telur,"ikan cakalang , btr telur rebus, butir jeruk nipis, halus , bawang merah, bawang putih, cabe merah, cabe rawit merah , bubuk cabe , lbr daun jeruk, terasi, gula pasir garam,","balado ikan cakalang telur ikan cakalang , btr telur rebus, butir jeruk nipis, halus , bawang merah, bawang putih, cabe merah, cabe rawit merah , bubuk cabe , lbr daun jeruk, terasi, gula pasir garam,"
pempek adaan tenggiri,"air, bawang merah dicacah, sendok teh garam halus, butir telur, sendok teh gula, sendok makan tepung terigu, am tepung sagu tapioka, minyak goreng, am daging ikan tenggiri yg dihaluskan,","pempek adaan tenggiri air, bawang merah dicacah, sendok teh garam halus, butir telur, sendok teh gula, sendok makan tepung terigu, am tepung sagu tapioka, minyak goreng, am daging ikan tenggiri yg dihaluskan,"
ikan kembung sarden,"ikan kembung segar, biji tomat, cabe merah, bawang merah, bawang putih, saossasagaramgula,","ikan kembung sarden ikan kembung segar, biji tomat, cabe merah, bawang merah, bawang putih, saossasagaramgula,"
salmon panggang oven bayam jagung mashed potatoes,"salmon, kentang ukuran sedang, bayam , jagung butir , susu putih lowfat, , butir bawang putih, butir bawang merah, cabai, sedok teh garam,","salmon panggang oven bayam jagung mashed potatoes salmon, kentang ukuran sedang, bayam , jagung butir , susu putih lowfat, , butir bawang putih, butir bawang merah, cabai, sedok teh garam,"
asam padeh (asam pedas)patin,"ikan patin potong jd sesuai selera, sutra potong sesuai selera, lengkuas cm geprek, sereh geprek, cabe giling halus lebkur sendok makan sesuai selera, pke cabe giling dr padang udah pedas g rawit lg, daun salam, daun jeruk, jeruk nipis, garam, asam kandis, gelas air, halus , bawang merah, bawang putih, cm jahe, kemiri, rawit bwt nmbah padas kalo pke cabe kriting jawa,","asam padeh (asam pedas)patin ikan patin potong jd sesuai selera, sutra potong sesuai selera, lengkuas cm geprek, sereh geprek, cabe giling halus lebkur sendok makan sesuai selera, pke cabe giling dr padang udah pedas g rawit lg, daun salam, daun jeruk, jeruk nipis, garam, asam kandis, gelas air, halus , bawang merah, bawang putih, cm jahe, kemiri, rawit bwt nmbah padas kalo pke cabe kriting jawa,"
pindang ikan patin,"kl ikan patin, gelas air, cabe merah, daun salam, kunyit, jahe, laos, serai, tomat merah, ikat daun kemangi, bawang putih, bawang merah, sesuai selera garamgula putih,","pindang ikan patin kl ikan patin, gelas air, cabe merah, daun salam, kunyit, jahe, laos, serai, tomat merah, ikat daun kemangi, bawang putih, bawang merah, sesuai selera garamgula putih,"
patin masak kuning belimbing wuluh,"ikan patin, belimbing wuluh, bawang merah, bawang putih, kemiri, jeruk nipis, cabe rawit, cabe merah, tomat, batang serai digeprek, laos digeprek, cm kunyit, cm jahe, daun salam, daun jeruk, garam, gula, penyedap rasa, merica, air,","patin masak kuning belimbing wuluh ikan patin, belimbing wuluh, bawang merah, bawang putih, kemiri, jeruk nipis, cabe rawit, cabe merah, tomat, batang serai digeprek, laos digeprek, cm kunyit, cm jahe, daun salam, daun jeruk, garam, gula, penyedap rasa, merica, air,"
pecak bandeng pedes dower ala bunda nay,"ikan bandeng, pc cabe rawit merah, bawang merah, bawang putih, jahe, penyedap rasa, gula, jeruk limo,","pecak bandeng pedes dower ala bunda nay ikan bandeng, pc cabe rawit merah, bawang merah, bawang putih, jahe, penyedap rasa, gula, jeruk limo,"
pindang bandeng,"ikan bandeng , bawang merah, bawang putih, batang sereh, cm lengkuas, cm jahe, daun salam, kecap manis , air asam jawa kental, garam, gula pasir, rawit merah, tomat, jeruk nipis ,","pindang bandeng ikan bandeng , bawang merah, bawang putih, batang sereh, cm lengkuas, cm jahe, daun salam, kecap manis , air asam jawa kental, garam, gula pasir, rawit merah, tomat, jeruk nipis ,"
pepaya tongkol santan rajang,"pepaya muda parut , ikan tongkol , santan kara, rajang , cabe hijau keriting, cabe merah keriting, bawang merah, bawang putih, cm lengkuas, saori tiram, gula putih, royco ayam, an gula merah, air putih, minyak goreng,","pepaya tongkol santan rajang pepaya muda parut , ikan tongkol , santan kara, rajang , cabe hijau keriting, cabe merah keriting, bawang merah, bawang putih, cm lengkuas, saori tiram, gula putih, royco ayam, an gula merah, air putih, minyak goreng,"
klotok cabe ijo,"ikan klotok , papan tempe kotak , bawang putih , bawang merah , cabe ijo, segenggam cabai rawit , rajarasa, kecap manis, royco,","klotok cabe ijo ikan klotok , papan tempe kotak , bawang putih , bawang merah , cabe ijo, segenggam cabai rawit , rajarasa, kecap manis, royco,"
asem asem patin,"ikan patin, tomat hijau, tomat merah, genggam rawit merah, cabai merah, asam mateng asam jawa, jeruk nipis, daun kemangi, halus, kunyit, bawang merah, bawang putih, jahe , btg sereh , lbr daun jeruk, lbr daun salam, ltr air, minyak, gula garam, penyedap,","asem asem patin ikan patin, tomat hijau, tomat merah, genggam rawit merah, cabai merah, asam mateng asam jawa, jeruk nipis, daun kemangi, halus, kunyit, bawang merah, bawang putih, jahe , btg sereh , lbr daun jeruk, lbr daun salam, ltr air, minyak, gula garam, penyedap,"
