Title,Ingredients,Loves,User
germasem ayam kampung,"ayam kampung , bawang merah, bawang putih , biji kemiri, cabe, cabe rawit cengek, merica bubuk, cm jahe, cm lengkuas laos, helai daun salam, helai daun jeruk , batang serai digeprek, tomat, gula pasir, garam, penyedap suka,",2,125
sup ayam brokoli,"bonggol brokoli, sayap ayam, batang wortelpotong , kentangpotong dadu, batang seledri , batang daun bawang , butir bawang merah, bawang putih, garam bubuk,",20,126
ayam kuning,"ayambersihkan, batang seraimemarkan, lengkuas besarmemarkan, daun salam, daun jeruk, air, halus, bawang putih, bawang merah, jahebakar sebentar, kunyitbakar sebentar, biji kemiribakar sebentar, ketumbar, garam, gula, merica, minyak menumis,",2,127
sambal ayam gecok sederhana,"ayam goreng , sambal, cabe rawit , bawang putih kecil, bawang merah kecil, jeruk limo kecil, tomat sesuai selera , roycogulapenyedap ,",9,128
kuah soto ayam simple,"halus , bawang putih, ketumbar, butir lada lada bubuk jg bs, kemiri, kunyit, ayam dadapotong , salam, daun jeruk.. ditambah jg bs.. kalo anak ku suka bau na, batang sereh geprek, jahe geprek, batang daun bawang seledri potong , bawang goreng, garam kaldu bubuk, gayung air utk merebus, minyak utk menumis bumbu,",6,129
ayam serundeng,"ayam potong sesuai selera, kelapa parut, daun salam, halus;, kunyit, lengkuas, bawang merah, bawang putih, butir kemiri, ketumbar, garam, air minyak goreng,",3,130
kare ayam,"ayam, santan kental, air, daun jeruk, batang seraimemarkan, bks royco ayam, gula, halus , bawang merah, bawang putih, kemiri, ketumbar, cm kunyit, jahe, merica bubuk, garam,",6,131
ayam jamur lada hitam,"ayam fillet, jamur kancing , brokoli , bawang bombay , lada hitam butiran , kecap manis, saus tiram, saus sambal, kecap asin, garamgula, cm jahe , tepung maizena , bawang putih , air,",7,132
ayam geprek bensu,"ayam, tepung sasa kentucky, telur, halus, bawang putih, merica, garam, penyedap pakai m*g*c, minyak goreng, sambel, cabai krting merah no rawit anak ikutan makan jg, bawang putih, tomat, garamgula,",6,133
ayam goreng serundeng,"ayam. potong sesuai selera, kelapa parut, bsk royko ayam goreng, kunyit, laja, daun salam, batang sereh, bawang putih, bawang merah, lemon, garam,",1,134
ayam kfc kw by queen,"ayam potong , bawang putih, garam, sachet royco, merica, tepung tapioka, tepung terigu, telur butir kocok,",2,135
soto ayam,"daging ayam , kol yg ukuran aja banyak, tomat, bihun , lbr bawang daun, laos lengkuas , tangkai sereh geprek, lbr daun salam, lbr daun jeruk , jeruk nipis, masako ayam, garam, micin, halus , bawang merah, bawang putih, kunyit , merica butir, bks kemiri ,",9,136
ayam lodoh ala uti,"ayam kampung, bamer , baput, ons lombok, jahelaoskencurkunyit, serehdaun salamdaun jeruk, cabe rawit putih, ketumbarjintanlada putih, gulagaram, santan butir kelapa,",3,137
chiken krispi simple,"daging ayam, tepung terigu, telor ayam, bawang putih, garam, lada, ketumbar, minyak goreng,",6,138
tongseng ayam praktis,"ayam, kol sedang, cabai rawit, tangkai daun bawang, , bawang putih, bawang merah, daun jeruk, laos , kunyit , jahe , tangkai serai , bks santan sasa instan, ,",6,139
chicken garlic super gampang,"ayam. potong , bungkul bawang putih, bawang putih bubuk, garam, lada bubuk, ketumbar bubuk, minyak wijen, saus tiram ,",1,140
mie ayam rica rica,"ayam dipotong potong kecil, bawang putih, bawang merah, cabai rawit, kemiri, daun jeruk, minyak, kecap, mie, mie ayam, kecap asin,",2,141
bakso ayam,"daging ayam, tepung sagu, air, baput, ladagaramr***o, pelengkap, mie, daun bawang, seledri, kuah, baput, bamer, lada garam r***o, air kira"" z, tetelan tulang ayam,",5,142
mie ayam solo,"mie telur , dada ayam, minyak, garam, merica, ayam yg dihaluskan, bawang merah, bawang putih, ketumbar halus, btr kemiri , kunyit , minyak wijen, ayam pelengkap, jahe, lengkuas, serai, gula merah, kecap manis, lbr daun salam, lbr daun jeruk, pendamping, bakso, kerupuk pangsit, sawi, daun bawang, bawang goreng, sambal,",5,143
ayam udang,"cina putih, udang dikupas, dada ayam tulang, daun bawang, tepung sagu tapioka, garam, lada, penyedap, bawang merah, bawang putih,",5,144
ayam cabai hijau,"ayam, ungkep , bawang putih, jahe, laos, kunyit, ketumbar, garam, gula, penyedap , sereh digeprek, daun jeruk, daun salam, sambal hijau, cabai hijau, cabaim rawit hijau, bawang merah, bawang putih, daun jeruk, garam, gula, penyedap ,",2,145
ayam ukep,", am ayam , ukep, daun jeruk, daun salam, batang serai , ketumbar bubuk , kunyit bubuk, lengkuas , jahe , gula garam, air air kelapa ,",1,146
sayap ayam isi daging.... by. dapoer linggar,"sayap ayam, panci pengukus, rendamam , kaldu bubuk ayam, ladah bubuk, isi , daging ayam giling, udang, sendok minyak wijen, kecap ikan, kecap asin, gula pasir, blok kaldu, saos tiram, butir bawang putih, tapioka,",1,147
tongseng ayam,"ayam potong , tomat potong , bonggol sawi putih potong , lmb daun jeruk, daun salam, bawang bombay, batang daun pre, kecap, gula garam, halus, butir bawang merah, bawang putih, seujung jahe, ketumbar, butir kemiri,",2,148
pangsit rebus isi ayam simple,"ayam giling ayam filet bisa, kulit pangsit jadi, bawang putih, btg daun bawang, merica bubuk, penyedap ayam, garam, kuah , air, garam, penyedap sapi, batang daun bawang, bawang putih, merica bubuk,",7,149
ayam bakar madu sederhana happy call ala febs,"pcs paha ayam utuh , jeruk nipis lemon, ketimun lalapan, halus, bawang putih, bawang merah, butir kemiri, ketumbar, jahe, laos, cm kunyit, tumis, minyak goreng, serah , lbr daun salam, kecap manis, madu, garam, oles, margarin, madu, kecap manis,",9,150
ayam saos mentega ala mama kina,"potong ayam yg sdh diungkep, tomat uk , daun bawang , bamer , baput , potong bawang bombay uk , cabe merah , cabe ijo , mentega , garam, gula, ladaku, penyedap , kecap manis, saos tiram,",3,151
ayam bakar bacem manis,"ayam , tempe, ungkep ayam, garam, air merendam habis masuk freezer, tumis, bawang merah, bawang putih, kemiri, tumbar, daun salam, gula pasir, sesuai selera gula jawa, sesuai selera kecap,",3,152
ayam ukep bakar,", potong ayam ukep , oles, kecap manis , butir bawang putih , minyak goreng,",1,153
ayam asam manis,"potong ayam dadapotong kecil, bawang putih halus, garam merica bubuk, saus asam manis, bawang bombaypotong memanjang, bawang putihcincang halus, wortelpotong korek api, saus tomat, saus tiram, kecap manis, maizenalarutkan air, gula pasirgaram merica bubuk, air, minyak goreng menumis,",0,154
bola bola ayam,"dada ayam fillet , bawang putih , bawang merah , btr telur, merica bubuk, garam, royco, tepung sagu, daun bawang ,",2,155
fillet ayam caramel ala lilas kitchen,"ayam , tepung maizena , bwg putih + merica + garam , bwg merah , bwg putih , lombok segar yg blm lembek , btg sereh , lbr daun jeruk , sesuai selera kecap manis, gula merah yg , garam, royco,",4,156
semur ayamtahukentang,"sayap ayam, kentang sedang, kotak , bawang putih, bawang merah, merica, garam, gula, kecap, air, butir lombok ,",5,157
tongseng ayam,"ayam dipotong , dipotong kotak digoreng matang dahulu, santan , bt daun sereh, halus, bawang merah, bawang putih, cabe merah, cabe rawit , kemiri, garam, gula, penyedap rasa,",5,158
soto ayam,"dada ayam, halus , bks soto , bawang putih, bawang merah, lbr daun jeruk , merica , jahe, jinten , sejumput ketumbar, tumbuk kasar , daun salam, serai, laos , , tomat hijau ukuran sedang, air, bks royco sapi , gula pasir, helai daun bawang ,",0,159
ayam kecap taoge,"daging ayam, toge, bawang putih, bawang merah, sesuai selera cabai, daun salam+daun jeruj, lengkuas, daun sletdri, kecap manis, minyak menumis, rèbus, bawang putih, ketumbar, garam, penyedap, serai, haluskan kecuali serai,",20,160
cap cay ayam,"bawang putih, ruah jahe, daum bawang, bawang bombay, potong dadu ayam, kol, wortel, brokoli, sawi, lada bubuk, saos tiram, kecap asin, minyak wijen, minyak goreng,",6,161
chicken katsu,"dada ayam , tepung bumbu, tepung panir, saus, butir bawang putih cincang, minyak wijen, margarin, saos tomat, saos cabe, saos tiran, kecap manis, air, gula merica bubuk,",4,162
crispy chicken,"ayam potong , merica bubuk , garam, baking powder , royco ayam, tepung maizena , tepung terigu , minyak goreng, telur butir ,",33,163
gulai ayam,"ayam, kentang, kacang panjang, jahe, lengkuas, daun jeruk, daun salam, cc santan kental, serai, halus, bawang merah, bawang putih, kunyit, cabe rawit, kemiri,",3,164
sayap ayam margarin,"sayap ayam , bawang bombaypotong panjang, bawang putihgeprek cincang halus, dt saus tiram, kecap ing is, kecap manis, kecap asin, gula merica bubuk, margarin, air, rendaman ayam, air jeruk nipis, garam,",40,165
gule nagka kacang pnjangkepala ayam sadappppp,"nankakacang pnjangkepala ayamsantangulagarampeyedap, daun jeruk daun salam, bumbuyg halus kanbawang merah putihkemiri jahekuyit, lengkuwasketumbar kemirimericacabe keritingsereh,",5,166
chicken nugget,"dada ayam tulang, bawang putih, telor, tepung tapioka, garam, merica, gelas tepung panko, tepung bumbu, gelas air, liter minyak goreng,",1,167
opor ayam simple,"ayam, instan opor indofood, kunyit , sunkara kecil, airgula pasirminyak gorengmasako ayam,",1,168
semur ayam merah,"ayam, kecap manis, halus, cabai merah, bawang merah, bawang putih, butir kemiri,",8,169
semur ayam,"ayam rebus matang, kotakpotong segitiga , kentangpotong , daun salam, batang serehgeprek, cengkeh, kayu manis, kaldu ayam bubuk, garam, merica, pala bubuk, kecap manis, kecap ing is, air kaldu ayam , air biasa, halus, bawang merah, bawang putih, jahesan ai dahulu, biji kem an ai dahulu, ketumbarsan ai dahulu,",3,170
ayam crispy,"ayam potong, baluran ayam , putih telur, tepung terigu, tepung beras, garam, garlic powder, rendaman ayam , garam, merica, penyedap, micin, bawang putih parut, pala bubuk, kunyit, minyak ,",7,171
ayam goreng sambal matah,"ayam kampung paha dada, sachet ayam goreng royco, tahu, tempe, bawang putih, bawang merah, cabe rawit, lada garam gula, sereh, jeruk nipis,",8,172
kalio ayam ala dianas kitchen,"ayam potong sesuai selera, kelapa tua parut, batang serai, daun kunyit, bbrp daun jeruk suka pake bnyk hihihii, yg haluskan , bawang merah, bawang putih, cabe merah keriting kl suka pedas, ketumbar halus, lengkuas kupas kulitnya, jahe kupas kulitnya, kunyit kupas kulitnya, ""boleh asam kandis kl suka yaa moms"", gulagara ada.., optional ; cabe rawit utuhcekeratiampelatelur rebus,",6,173
siomay ayam udang,"kulit siomay pangsit pakai, daging ayam cincang, udang cincang, wortelparut kasar, tepung sagu, tepung terigu, butir telurkocok lepas, bwg putihhaluskan, lada bubuk, gula pasir, garam, kecap asin, minyak wijen,",6,174
opor ayam kuah kuning,"ayam, daun salam, santan kara, garampenyedap rasagulpas, halus, bawang merah, bwg putih, jinten bubuk, lada bubuk, ketumbar bubuk, kemiri, kunyit, jahe,",9,175
ayam goreng tepung,"potong ayam, tepung basah, tepung trigu, tepung sajiku, lada, garam penyedap, butir telur, air es, tepung kering, tepung trigu, tepung sajiku, ladagarampenyedap secupnya,",9,176
ayam geprek diet fatsecret kalori,"dada ayam kulit, potong tahu, butir telur, cabai rawit galak, bawang putih, garam himalaya, sendok minyak wijen ,",2,177
ayam woku bikin rindu,"potong ayam, iket daun kemangisiangi, batang daun bawang sesuai selera, , cm kunyit, butir kemiri, lada bubuk, batang sereh halus, daun salam, daun jeruk, cm lengkuas, cm jahe, gula pasir, garam, kaldu bubuk , bawang merah , bawang putih , cabai rawit cabai merah suka suka ,",7,178
ayam geprek manyuss,"ayam crispy, sambel, cabe setan, cabe rawit, bawang putih, bawang merah, garam, gula,",6,179
ayam pedas manis,"ayamungkepgoreng, kecap manis, saos tiram, gul gar, dihaluskan, cabe merah, bawang merah, bawang putih, butir kemiri, ketumbar, gula merah,",1,180
siomay ayam udang,"kulit pangsit, ayam giling , udang kupascincang, bengkoang labu siampotong dadu , wortel ukuran besarpotong dadu, tepung tapioka sagu tani , butir telur, batang daun bawang, bawang merahhaluskan, bawang putihhaluskan, gulagaram & lada bubuk, kecap asin, minyak wijen, wortelparut topping ,",4,181
ayam geprek simple,"ayam paha, ceker , bks ayam goreng instan, bks tepung bumbu, ulek , bawang merah, bawang putih, cabai merah buang bijinya, cabai , garam, gula, penyedap , minyak ayam ulek,",9,182
tumis ayam pokcoy terasi,"ayam fillet potong kecil, pokcoy potong , cabe rawit, bawang putih goreng, terasi matang, garam, minyak menumis, air ,",7,183
ayam panggang,"ayam, halus , jahe, batang serai, cabai rawit burung, cabai merah keriting, bawang merah, bawang putih, , gula merah, asam jawa, garam, royco ayam, sendok sayur minyak goreng, cc air,",6,184
ayam pop ala ala,"ayam potong, butir air kelapa, halus, bawang putih, bawang merah, kemiri jahe, pelengkap, salam lbrdaun jeruk lengkuas batang sere, garam gula,",2,185
ayam presto ayam goreng tepung,"ayam potong sesuai selera, presto , bawang putih, kemiri, kunyit, ketumbar, munjung garam, adonan encer , munjung tepung terigu, munjung tepung beras, saj*ku ayam goreng, air, adonan kering , munjung tepung terigu, munjung tepung beras, saj*ku ayam goreng,",1,186
ayam terong goreng balado,"potong ayam, terongdipotong sesuai selera, cabe giling kasar , biji asam jawa kasih air diremas. ambil airnya, tomat kasar besar, gula , garam , minyak goreng , jahe giling halus, bawang putih giling halus, note, asam jawa diganti cukasesuaikan saja,",8,187
soto ayam kuah bening,"ayam potong , bihun jagung, taoge, halus, bawang merah, bawang putih, biji pala, ketumbar, jahe, lengkuas , sereh , daun jeruk, daun salam, daun bawang , seledri , tomat , garam, sambal, cabe direbus haluskan,",2,188
buttermilk chiken wings ala gerry girianza,"potong sayap ayam , susu full cream, lemon, tepung ayam crispy , garam, gula, black papper, minyak goreng,",5,189
spicy chicken drumstick,"potong sayap ayam, tepung s*s* hot n spicy, butir telur ayam, garam, minyak goreng,",0,190
ayam goreng lengkuas,"ayam, ons lengkuas , daun salam, air, sesuai selera kaldu bubuk, gula pasir, halus, bawang merah, bawang putih, kunyit, ""minyak goreng secukupnya"",",9,191
ayam kecap semur,"ayam potong ceker, potong goreng, bawang bombay panjang, tomat halus, halus, sendok makan bawang putih, sendok makan bawang merah, jahe, kecap manis, saus tiram, merica, pala,",0,192
ayam rica rica,"sayap ayam, bawang merah, cabe merah, kunyit, cabe rawit, bawang putih, royco ayam, garam, gula pasir, merica bubuk, serai, daun salam, kecap manis, air aja ya, hiasan , tomat, selada kriting, mentimun, daun kemangi,",6,193
rica rica ayam no msg,"ayam potong, , bawang putih, bawang merah, lengkuah, kunyit, kencur, ketumbar, ketumbar, garam, gula, daun jeruk, sereh, jahe,",6,194
ayam kemangi,"kilo dada ayam, iket kemangi, halus, bawang putih, bawang merah, cabe merah cabe rawit , kemiri, kunyit, jahe , daun jeruk, batang serai , gula, garam, penyedap rasa,",30,195
ayam suwir bali,"filet dada ayamrebus matangsuwir tipis, cm lengkuasgeprek, daun salam, daun jeruk, batang serehgeprek, air, gula merah, pete, garam, gula, lada, halus, cabe merah keriting, cabe rawit merah, bawang merah, bawang putih, terasi, cm kunyit,",14,196
ayam suwir pedas,"am dada ayam, cabe keriting merah, cabe rawit merah, bawang merah, bawang putih, kencur, kunyit, terasi, daun salam, daun jeruk, seraigeprek, lengkuas, sendok makan air asam jawa, sendok gula merah sisir, garam, kaldu bubuk, air, minyak menumis,",11,197
ayam penyet,"ayam, bawang merah, bawang putih, kunyit, jahe, ketumbar, daun jeruk purut, garam, penyedap rasa, minyak goreng, air, sambal, cabe rawit, cabe merah keriting, tomat, bawang merah, bawang putih, air jeruk purut, gula pasir, garam,",6,198
ayam gepreeekk,"am ayam , am tepung kentucky, masako, sambal, cabe rawit, bawang putih, bawang merah, garam,",3,199
chicken katsu,"ayam pipih ambil dagingnya saja, tepung roti, terigu, halus, ketumbar, bawang putih, garam, lada, sambal, mentega, saos tomat, saos sambal, saos tiram,",2,200
mie ayam lezat,"kuah , liter air bersih, tulang ayam , penyedap , garam, halus kuah , bawang putih, jahe, kunyit, butir kemiri, topping mie ayam , daging kulit ayam , kecap manis, gelas air bersih, helai daun pree taburan, halus topping mie ayam , butir bawang merah, bawang putih, daun jeruk, lengkuas, kunyit, jahe, kencur, ketumbar , butir kemiri, gulagaram, pelengkap , keping mie telur homemade rebus matang, sawi hijaurebus, saus sambal,",2,201
ayam geprek,"potong dada ayam his*na, bawang putih, cabe merah keriting, cabe rawit, garam, terasi,",5,202
sop ceker vs pala ayam,"ceker&kepala ayam, sayuran sop an., ladaku, masako, bawang merah&putih, seledribawang daun, tomat merah,",7,203
ceker vs pala ayam kecap,"cker& pala ayam, kunyit, cabe merah, kecap manis, lengkuas&jahe, garam&gula, bawang merah&putih, ladaku&ketumbar bubuk,",7,204
gulai ayam,"ayam , kentang potong dadu, tomat potong dadu, wortel potong spt bunga, halus , bawang merah, bawang putih, kemiri, jahe, kunyit, garam, ketumbar, sereh geprek, laosgeprek, daun salam daun jeruk, air, gula garam penyedap rasa, santan kara ukuran sedang,",6,205
ayam goreng kuning,"ayam, haluskan , bawang merah, bawang putih, merica bubuk, pcs ketuncar, rus kuning, garam, gula pasir, salam, sereh , minyak goreng,",5,206
